name,birthYear,birthDate,gender,birthplace
Kilby MacDonald,1914-01-01T00:00:00+02:00,1914-09-06,,{Ontario|Ottawa|Canada}
Paul Gauthier (ice hockey),1915-01-01T00:00:00+02:00,1915-12-08,,{Manitoba|Winnipeg|Canada}
Pete Morin,1915-01-01T00:00:00+02:00,1915-12-08,,{Lachine Quebec|Canada|Quebec}
Mike McMahon Sr.,1915-01-01T00:00:00+02:00,1915-02-01,male,{Ontario|Brockville|Canada}
Larry Thibeault,1915-01-01T00:00:00+02:00,1915-10-02,male,{Ontario|Charleston Lake|Canada}
Joe Shack,1915-01-01T00:00:00+02:00,1915-12-08,,{Manitoba|Winnipeg|Canada}
Stuart Ernest Smith,1915-01-01T00:00:00+02:00,1915-09-25,male,{Manitoba|Canada|Basswood_Manitoba}
Muzz Patrick,1915-01-01T00:00:00+02:00,1915-06-28,,{British Columbia|Victoria British Columbia|Canada}
Bob Kirkpatrick,1915-01-01T00:00:00+02:00,1915-12-01,male,{Saskatchewan|Regina Saskatchewan|Canada}
Bobby Bauer,1915-01-01T00:00:00+02:00,1915-02-16,male,{Ontario|Waterloo Ontario|Canada}
Jimmy Fowler,1915-01-01T00:00:00+02:00,1915-04-06,male,{Ontario|Toronto|Canada}
Cliff Goupille,1915-01-01T00:00:00+02:00,1915-09-02,male,{Trois-Rivières|Canada|Quebec}
Carl Liscombe,1915-01-01T00:00:00+02:00,1915-05-17,male,{Ontario|Perth Ontario|Canada}
Wilbert Hiller,1915-01-01T00:00:00+02:00,{1915-05-11|1917-08-07},,{Ontario|Kitchener Ontario|Canada}
Jack Crawford (ice hockey),1916-01-01T00:00:00+02:00,1916-10-26,male,{Ontario|Canada|West Perth Ontario}
Ernie Laforce,1916-01-01T00:00:00+02:00,1916-06-23,,{Canada|Montreal|Quebec}
Mac Colville,1916-01-01T00:00:00+02:00,1916-01-08,male,{Alberta|Edmonton|Canada}
Woody Dumart,1916-01-01T00:00:00+02:00,1916-12-23,male,{Ontario|Kitchener Ontario|Canada}
Fred Thurier,1917-01-01T00:00:00+02:00,{1916-01-11|1917-01-11},,{Granby Quebec|Canada|Quebec}
Pete Leswick,1916-01-01T00:00:00+02:00,1916-07-12,male,{Saskatchewan|Saskatoon|Canada}
Don Metz (ice hockey),1916-01-01T00:00:00+02:00,1916-01-10,male,{Saskatchewan|Wilcox Saskatchewan|Canada}
Doug Bentley,1916-01-01T00:00:00+02:00,1916-09-03,,{Saskatchewan|Canada|Delisle Saskatchewan}
Roy Conacher,1916-01-01T00:00:00+02:00,1916-10-05,male,{Ontario|Toronto|Canada}
Joe Benoit,1916-01-01T00:00:00+02:00,1916-02-27,male,{Alberta|St. Albert Alberta|Canada}
Babe Pratt,1916-01-01T00:00:00+02:00,1916-01-07,male,{Manitoba|Canada|Stony Mountain Manitoba}
Al Carr,1916-01-01T00:00:00+02:00,1916-12-29,male,{Manitoba|Winnipeg|Canada}
Murray Armstrong,1916-01-01T00:00:00+02:00,1916-01-01,,{Saskatchewan|Regina Saskatchewan|Canada|Manor Saskatchewan}
Bill Allum,1916-01-01T00:00:00+02:00,1916-10-09,male,{Manitoba|Winnipeg|Canada}
Bill Dickie (ice hockey),1916-01-01T00:00:00+02:00,1916-02-20,,{New Brunswick|Campbellton New Brunswick|Canada}
Bill Durnan,1916-01-01T00:00:00+02:00,1916-01-22,male,{Ontario|Toronto|Canada}
Bill Fraser (ice hockey),1916-01-01T00:00:00+02:00,1916-01-31,male,{Manitoba|Winnipeg|Canada}
Buddy O'Connor,1916-01-01T00:00:00+02:00,1916-06-21,,{Canada|Montreal|Quebec}
Butch McDonald,1916-01-01T00:00:00+02:00,1916-11-21,male,{Saskatchewan|Canada|Assiniboia Saskatchewan}
Viv Allen,1916-01-01T00:00:00+02:00,1916-09-09,male,{New Brunswick|Canada|Bayfield New Brunswick}
Jimmy Orlando,1916-01-01T00:00:00+02:00,1916-02-27,,{Canada|Montreal|Quebec}
Leo Lamoureux,1916-01-01T00:00:00+02:00,1916-10-01,male,{Ontario|Espanola Ontario|Canada}
Frank Mailley,1916-01-01T00:00:00+02:00,1916-08-01,,{Lachine Quebec|Canada|Quebec}
Martin Zoborosky,1916-01-01T00:00:00+02:00,1916-11-12,,{Saskatchewan|Moose Jaw|Canada}
Nick Damore,1916-01-01T00:00:00+02:00,1916-07-10,,{Ontario|Niagara Falls Ontario|Canada}
Conrad Bourcier,1916-01-01T00:00:00+02:00,1916-05-28,male,{Canada|Montreal|Quebec}
Johnny Mowers,1916-01-01T00:00:00+02:00,1916-10-29,,{Ontario|Niagara Falls Ontario|Canada}
Jack Stewart (ice hockey),1917-01-01T00:00:00+02:00,1917-05-06,male,{Manitoba|Canada|Pilot Mound Manitoba}
Lude Check,1917-01-01T00:00:00+02:00,1917-05-22,,{Manitoba|Brandon Manitoba|Canada}
Gus Giesebrecht,1917-01-01T00:00:00+02:00,1917-09-14,male,{Ontario|Pembroke Ontario|Canada}
Pete Langelle,1917-01-01T00:00:00+02:00,1917-11-04,male,{Manitoba|Winnipeg|Canada}
Stanford Smith,1917-01-01T00:00:00+02:00,1917-08-13,male,{British Columbia|Canada|Coal Creek British Columbia}
Steve Buzinski,1917-01-01T00:00:00+02:00,1917-10-15,,{Saskatchewan|Dunblane Saskatchewan|Canada}
Hazen McAndrew,1917-01-01T00:00:00+02:00,1917-08-07,male,{Yukon|Mayo Yukon|Canada}
Arch Wilder,1917-01-01T00:00:00+02:00,1917-04-30,,{Saskatchewan|Canada|Melville Saskatchewan}
Art Herchenratter,1917-01-01T00:00:00+02:00,1917-11-24,,{Ontario|Kitchener Ontario|Canada}
Oscar Aubuchon,1917-01-01T00:00:00+02:00,1917-01-01,male,{Saint-Hyacinthe Quebec|Canada|Quebec}
Red Hamill,1917-01-01T00:00:00+02:00,1917-01-11,male,{Ontario|Toronto|Canada}
Alf Pike,1917-01-01T00:00:00+02:00,1917-09-15,male,{Manitoba|Winnipeg|Canada}
Lloyd Ailsby,1917-01-01T00:00:00+02:00,1917-05-11,male,{Saskatchewan|Canada|Lac Pelletier No. 107 Saskatchewan}
Jack Dyte,1918-01-01T00:00:00+02:00,1918-10-13,,{Ontario|Temiskaming Shores|Canada}
Elmer Lach,1918-01-01T00:00:00+02:00,1918-01-22,male,{Saskatchewan|Canada|Nokomis Saskatchewan}
Hank Goldup,1918-01-01T00:00:00+02:00,1918-10-29,male,{Ontario|Canada|Kingston Ontario}
Peanuts O'Flaherty,1918-01-01T00:00:00+02:00,1918-04-10,male,{Ontario|Toronto|Canada}
Russ Brayshaw,1918-01-01T00:00:00+02:00,1918-01-17,male,{Saskatchewan|Rosthern Saskatchewan|Canada}
Milt Schmidt,1918-01-01T00:00:00+02:00,1918-03-05,male,{Ontario|Kitchener Ontario|Canada}
Sid Abel,1918-01-01T00:00:00+02:00,1918-02-22,,{Saskatchewan|Canada|Melville Saskatchewan}
John Mahaffy (ice hockey),1918-01-01T00:00:00+02:00,1918-07-18,male,{Canada|Montreal|Quebec}
Pat Egan,1918-01-01T00:00:00+02:00,1918-04-25,male,{Alberta|Canada|Blackie Alberta}
Pat McReavy,1918-01-01T00:00:00+02:00,1918-01-16,male,{Ontario|Owen Sound|Canada}
Red Storey,1918-01-01T00:00:00+02:00,1918-03-05,,{Ontario|Barrie|Canada}
Punch Imlach,1918-01-01T00:00:00+02:00,1918-03-15,male,{Ontario|Toronto|Canada}
Alex Smart,1918-01-01T00:00:00+02:00,1918-05-25,male,{Manitoba|Brandon Manitoba|Canada}
Mitch Pechet,1918-01-01T00:00:00+02:00,1918-05-07,male,{Saskatchewan|Cupar|Canada}
Billy Reay,1918-01-01T00:00:00+02:00,1918-08-21,male,{Manitoba|Winnipeg|Canada}
Frank McCool,1918-01-01T00:00:00+02:00,1918-10-27,male,{Alberta|Canada|Calgary}
Connie Dion,1918-01-01T00:00:00+02:00,1918-08-11,male,{Canada|Quebec|Saint-Rémi-de-Tingwick Quebec}
Jack Riley (ice hockey born 1919),1919-01-01T00:00:00+02:00,1919-06-15,male,{Ontario|Toronto|Canada}
Terry Reardon,1919-01-01T00:00:00+02:00,1919-04-06,male,{Manitoba|Winnipeg|Canada}
Pete Backor,1919-01-01T00:00:00+02:00,1919-04-29,,{Ontario|Canada|Fort William Ontario}
Ross King (ice hockey),1919-01-01T00:00:00+02:00,1919-02-19,male,{Portage la Prairie|Canada}
Herb Carnegie,1919-01-01T00:00:00+02:00,1919-11-08,male,{Ontario|Toronto|Canada}
Larry Archambeault,1919-01-01T00:00:00+02:00,1919-02-22,male,{Aylmer Quebec|Canada|Quebec}
Edgar Laprade,1919-01-01T00:00:00+02:00,1919-10-10,male,{Ontario|Seine River First Nation|Canada}
Baz Bastien,1919-01-01T00:00:00+02:00,1919-08-29,male,{Ontario|Canada|Timmins}
Alex Kaleta,1919-01-01T00:00:00+02:00,1919-11-29,male,{Alberta|Canmore Alberta|Canada}
Moe White,1919-01-01T00:00:00+02:00,1919-07-28,male,{Verdun Quebec|Canada|Quebec}
Billy Taylor (ice hockey b. 1919),1919-01-01T00:00:00+02:00,1919-05-03,,{Manitoba|Winnipeg|Canada}
Wally Stanowski,1919-01-01T00:00:00+02:00,1919-04-28,male,{Manitoba|Winnipeg|Canada}
Les Colvin,1919-01-01T00:00:00+02:00,1919-02-08,,{Ontario|Oshawa|Canada}
Ned Harkness,1919-01-01T00:00:00+02:00,1919-09-19,,{Ontario|Ottawa|Canada}
Hank Blade,1920-01-01T00:00:00+02:00,1920-04-28,male,{Ontario|Canada|Peterborough Ontario}
Garth Boesch,1920-01-01T00:00:00+02:00,1920-10-07,,{Saskatchewan|Canada|Milestone Saskatchewan}
Harold Brown (ice hockey),1920-01-01T00:00:00+02:00,1920-09-14,male,{Manitoba|Brandon Manitoba|Canada}
Jud McAtee,1920-01-01T00:00:00+02:00,1920-02-05,male,{Ontario|Canada|Stratford Ontario}
Bill Benson,1920-01-01T00:00:00+02:00,1920-07-29,male,{Manitoba|Winnipeg|Canada}
Bill Juzda,1920-01-01T00:00:00+02:00,1920-10-29,male,{Manitoba|Winnipeg|Canada}
Bob Fillion,1920-01-01T00:00:00+02:00,1920-07-12,male,{Thetford Mines|Canada|Quebec}
Andy Gilpin,1920-01-01T00:00:00+02:00,1920-09-30,male,{Canada|Montreal|Quebec}
Felix Rossignol,1920-01-01T00:00:00+02:00,1920-10-18,male,{New Brunswick|Edmundston|Canada}
Max Bentley,1920-01-01T00:00:00+02:00,1920-03-01,male,{Saskatchewan|Canada|Delisle Saskatchewan}
Chick Webster,1920-01-01T00:00:00+02:00,1920-11-03,male,{Ontario|Toronto|Canada}
Chuck Rayner,1920-01-01T00:00:00+02:00,1920-08-11,male,{Saskatchewan|Sutherland Saskatoon|Canada}
Grant Warwick,1921-01-01T00:00:00+02:00,1921-10-11,male,{Saskatchewan|Regina Saskatchewan|Canada}
Roland McLenahan,1921-01-01T00:00:00+02:00,1921-10-26,male,{Fredericton|New Brunswick|Canada}
Tony Licari,1921-01-01T00:00:00+02:00,1921-04-09,male,{Ontario|Ottawa|Canada}
Armand Gaudreault,1921-01-01T00:00:00+02:00,1921-07-14,male,{Canada|Lake Saint-Jean|Quebec}
George Mara,1921-01-01T00:00:00+02:00,1921-12-12,male,{Ontario|Toronto|Canada}
Glen Harmon,1921-01-01T00:00:00+02:00,1921-01-02,male,{Manitoba|Holland Manitoba|Canada}
Murray Henderson (ice hockey),1921-01-01T00:00:00+02:00,1921-09-05,male,{Ontario|Toronto|Canada}
Bill Mosienko,1921-01-01T00:00:00+02:00,1921-11-02,male,{Manitoba|Winnipeg|Canada}
Jean-Paul Gladu,1921-01-01T00:00:00+02:00,1921-06-20,male,{Saint-Hyacinthe Quebec|Canada|Quebec}
Lloyd Doran,1921-01-01T00:00:00+02:00,1921-01-10,,{Ontario|Canada|Neighbourhoods in Timmins}
Lloyd Mohns,1921-01-01T00:00:00+02:00,1921-07-31,,{Ontario|Petawawa|Canada}
Frank Dunster,1921-01-01T00:00:00+02:00,1921-03-24,male,{Ontario|Ottawa|Canada}
Frank Eddolls,1921-01-01T00:00:00+02:00,1921-07-05,,{Lachine Quebec|Canada|Quebec}
Maurice Richard,1921-01-01T00:00:00+02:00,1921-08-04,male,{Canada|Montreal|Quebec}
Norm McAtee,1921-01-01T00:00:00+02:00,1921-06-28,male,{Ontario|Canada|Stratford Ontario}
Hubert Brooks,1921-01-01T00:00:00+02:00,1921-12-29,male,{Alberta|Canada|Bluesky Alberta}
Johnny Quilty,1921-01-01T00:00:00+02:00,1921-01-21,male,{Ontario|Ottawa|Canada}
Ken Reardon,1921-01-01T00:00:00+02:00,1921-04-01,male,{Manitoba|Winnipeg|Canada}
Hal Laycoe,1922-01-01T00:00:00+02:00,1922-06-23,male,{Saskatchewan|Sutherland Saskatoon|Canada}
Roy Forbes (ice hockey),1922-01-01T00:00:00+02:00,1922-04-06,male,{Manitoba|Portage la Prairie|Canada}
Steve Wojciechowski (ice hockey),1922-01-01T00:00:00+02:00,1922-12-25,male,{Ontario|Canada|Fort William Ontario}
James Jamieson (ice hockey),1922-01-01T00:00:00+02:00,1922-03-21,,{Ontario|Brantford|Canada}
Joe Klukay,1922-01-01T00:00:00+02:00,1922-11-06,male,{Ontario|Canada|Sault Ste. Marie Ontario}
Alex Ritson,1922-01-01T00:00:00+02:00,1922-03-07,,{Alberta|Canada|Peace River Alberta}
George Gee (ice hockey),1922-01-01T00:00:00+02:00,1922-06-28,male,{Ontario|Canada|Stratford Ontario}
Bill Quackenbush,1922-01-01T00:00:00+02:00,{1922-03-02|1922-03-22},male,{Ontario|Toronto|Canada}
Bob Goldham,1922-01-01T00:00:00+02:00,{1922-03-12|1922-05-12},male,{Ontario|Georgetown Ontario|Canada}
Andy Branigan,1922-01-01T00:00:00+02:00,1922-04-11,,{Manitoba|Winnipeg|Canada}
Leo Reise Jr.,1922-01-01T00:00:00+02:00,1922-06-07,male,{Ontario|Canada|Stoney Creek Ontario}
Melvin Read,1922-01-01T00:00:00+02:00,1922-04-10,,{Canada|Montreal|Quebec}
Howard Riopelle,1922-01-01T00:00:00+02:00,1922-01-30,male,{Ontario|Ottawa|Canada}
Clare Martin (ice hockey),1922-01-01T00:00:00+02:00,1922-02-25,male,{Ontario|Waterloo Ontario|Canada}
Gus Bodnar,1923-01-01T00:00:00+02:00,{1923-04-23|1923-04-24},,{Ontario|Canada|Fort William Ontario}
Gaye Stewart,1923-01-01T00:00:00+02:00,{1923-06-28|1923-07-28},male,{Ontario|Canada|Fort William Ontario}
Pete Horeck,1923-01-01T00:00:00+02:00,1923-06-15,male,{Ontario|Sables-Spanish Rivers|Canada}
Don Morrison (ice hockey),1923-01-01T00:00:00+02:00,1923-07-14,,{Saskatchewan|Saskatoon|Canada}
Doug Adam,1923-01-01T00:00:00+02:00,1923-09-07,male,{Ontario|Toronto|Canada}
Tony Leswick,1923-01-01T00:00:00+02:00,1923-03-17,male,{Saskatchewan|Canada|Humboldt Saskatchewan}
Harry Watson (ice hockey born 1923),1923-01-01T00:00:00+02:00,1923-05-06,,{Saskatchewan|Saskatoon|Canada}
Hec Highton,1923-01-01T00:00:00+02:00,1923-12-10,male,{Alberta|Medicine Hat|Canada}
Larry Kwong,1923-01-01T00:00:00+02:00,1923-06-17,male,{British Columbia|Vernon British Columbia|Canada}
Marcel Fillion,1923-01-01T00:00:00+02:00,1923-05-28,,{Thetford Mines|Canada|Quebec}
Ed Nicholson,1923-01-01T00:00:00+02:00,1923-09-09,,{Ontario|Canada|Portsmouth Kingston}
Joe Bell,1923-01-01T00:00:00+02:00,1923-11-27,male,{Manitoba|Portage la Prairie|Canada}
Alex Nicholson,1923-01-01T00:00:00+02:00,1923-05-17,male,{Manitoba|Winnipeg|Canada}
Bob McDonald (ice hockey),1923-01-01T00:00:00+02:00,1923-01-04,male,{Ontario|Toronto|Canada}
Walt Atanas,1923-01-01T00:00:00+02:00,1923-12-22,male,{Hamilton Ontario|Ontario|Canada}
Andy Barbe,1923-01-01T00:00:00+02:00,1923-07-27,,{Ontario|Nickel Centre|Canada}
Francis Kane (ice hockey),1923-01-01T00:00:00+02:00,1923-01-19,male,{Ontario|Canada|Stratford Ontario}
Frank Bennett (ice hockey),1923-01-01T00:00:00+02:00,1923-03-04,male,{Ontario|Toronto|Canada}
Nels Podolsky,1923-01-01T00:00:00+02:00,1923-12-18,male,{Manitoba|Winnipeg|Canada}
Chuck Scherza,1923-01-01T00:00:00+02:00,1923-02-15,male,{Manitoba|Brandon Manitoba|Canada}
Keith Allen (ice hockey),1923-01-01T00:00:00+02:00,1923-08-21,male,{Saskatchewan|Saskatoon|Canada}
Jack Gelineau,1924-01-01T00:00:00+02:00,1924-11-11,,{Ontario|Toronto|Canada}
Jack Schmidt,1924-01-01T00:00:00+02:00,1924-11-11,male,{Saskatchewan|Canada|Odessa Saskatchewan}
Doug Harvey (ice hockey),1924-01-01T00:00:00+02:00,1924-12-19,male,{Canada|Montreal|Quebec}
Doug Jackson (ice hockey),1924-01-01T00:00:00+02:00,1924-12-12,,{Manitoba|Winnipeg|Canada}
Doug Stevenson,1924-01-01T00:00:00+02:00,1924-04-06,male,{Saskatchewan|Regina Saskatchewan|Canada}
Stan Kemp,1924-01-01T00:00:00+02:00,1924-03-02,,{Hamilton Ontario|Ontario|Canada}
Mark Marquess (ice hockey),1924-01-01T00:00:00+02:00,1924-03-26,male,{Alberta|Bassano Alberta|Canada}
Dudley Garrett,1924-01-01T00:00:00+02:00,1924-07-24,male,{Ontario|Toronto|Canada}
John Ingoldsby,1924-01-01T00:00:00+02:00,{1924-06-12|1924-06-21},,{Ontario|Toronto|Canada}
Pat Lundy,1924-01-01T00:00:00+02:00,1924-05-21,,{Saskatchewan|Saskatoon|Canada}
Ralph Almas,1924-01-01T00:00:00+02:00,1924-04-26,male,{Saskatchewan|Saskatoon|Canada}
David Bauer (ice hockey),1924-01-01T00:00:00+02:00,1924-11-02,male,{Kitchener Ontario|Canada}
Gerry Plamondon,1924-01-01T00:00:00+02:00,1924-01-05,male,{Canada|Sherbrooke|Quebec}
Bill Glennie,1924-01-01T00:00:00+02:00,1924-03-14,male,{Manitoba|Portage la Prairie|Canada}
Bud Poile,1924-01-01T00:00:00+02:00,1924-02-10,,{Ontario|Canada|Fort William Ontario}
Cal Gardner,1924-01-01T00:00:00+02:00,1924-10-30,male,{Manitoba|Canada|Transcona Winnipeg}
Jean Marois,1924-01-01T00:00:00+02:00,{1924-05-11|1924-11-05},male,{Quebec City|Canada|Quebec}
Les Strongman,1924-01-01T00:00:00+02:00,1924-08-23,,{Winnipeg|Canada}
Floyd Snider,1924-01-01T00:00:00+02:00,1924-01-01T00:00:00+02:00,male,{Ontario|Canada|Kingston Ontario}
Frank Mathers,1924-01-01T00:00:00+02:00,1924-03-29,male,{Manitoba|Winnipeg|Canada}
Max Labovitch,1924-01-01T00:00:00+02:00,1924-01-18,male,{Manitoba|Winnipeg|Canada}
Max McNab,1924-01-01T00:00:00+02:00,1924-06-21,male,{Saskatchewan|Watson Saskatchewan|Canada}
Johnny Bower,1924-01-01T00:00:00+02:00,1924-11-08,,{Saskatchewan|Prince Albert Saskatchewan|Canada}
Jack Jackson (ice hockey),1925-01-01T00:00:00+02:00,1925-05-03,,{Ontario|Windsor Ontario|Canada}
Jack Miller (ice hockey),1925-01-01T00:00:00+02:00,1925-09-16,male,{Saskatchewan|Canada|Delisle Saskatchewan}
Enio Sclisizzi,1925-01-01T00:00:00+02:00,1925-08-01,male,{Ontario|Milton Ontario|Canada}
Gus Mortson,1925-01-01T00:00:00+02:00,1925-01-24,male,{Ontario|Temiskaming Shores|Canada}
Fred Shero,1925-01-01T00:00:00+02:00,1925-10-23,male,{Manitoba|Winnipeg|Canada}
Dick Kotanen,1925-01-01T00:00:00+02:00,1925-11-18,,{Ontario|Port Arthur Ontario|Canada}
Don Campbell (ice hockey),1925-01-01T00:00:00+02:00,1925-07-12,,{Alberta|Drumheller|Canada}
Don Gallinger,1925-01-01T00:00:00+02:00,1925-04-16,male,{Ontario|Port Colborne|Canada}
Sid Smith (ice hockey),1925-01-01T00:00:00+02:00,1925-07-11,male,{Ontario|Toronto|Canada}
Harry Bell (ice hockey),1925-01-01T00:00:00+02:00,1925-10-31,,{Saskatchewan|Regina Saskatchewan|Canada}
Henri-André Laperrière,1925-01-01T00:00:00+02:00,1925-06-12,male,{Canada|Montreal}
Earl Carlson,1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,male,{Ontario|Kenora|Canada}
Ed Kryzanowski,1925-01-01T00:00:00+02:00,1925-11-14,male,{Ontario|Canada|Fort Frances}
Eddie Mazur,1925-01-01T00:00:00+02:00,1925-07-25,male,{Manitoba|Winnipeg|Canada}
John McCormack (ice hockey),1925-01-01T00:00:00+02:00,1925-08-02,male,{Alberta|Edmonton|Canada}
Ralph Nattrass,1925-01-01T00:00:00+02:00,1925-05-26,male,{Saskatchewan|Canada|Gainsborough Saskatchewan}
Reg Sinclair,1925-01-01T00:00:00+02:00,1925-03-06,male,{Lachine Quebec|Canada|Quebec}
Al Rittinger,1925-01-01T00:00:00+02:00,1925-01-28,male,{Saskatchewan|Regina Saskatchewan|Canada}
Ted Kennedy (ice hockey),1925-01-01T00:00:00+02:00,1925-12-12,male,{Ontario|Port Colborne|Canada}
Ted Lindsay,1925-01-01T00:00:00+02:00,1925-07-29,male,{Ontario|Renfrew Ontario|Canada}
Bep Guidolin,1925-01-01T00:00:00+02:00,1925-12-09,male,{Ontario|Thorold|Canada}
Vic Lynn,1925-01-01T00:00:00+02:00,1925-01-26,male,{Saskatchewan|Saskatoon|Canada}
Wally Halder,1925-01-01T00:00:00+02:00,1925-09-15,male,{Toronto|Canada}
Leo Gravelle,1925-01-01T00:00:00+02:00,1925-06-10,male,{Aylmer Quebec|Canada|Quebec}
Lorne Nadeau,1925-01-01T00:00:00+02:00,1925-01-01T00:00:00+02:00,,{Manitoba|Winnipeg|Canada}
Hugh Currie,1925-01-01T00:00:00+02:00,1925-10-22,,{Saskatchewan|Saskatoon|Canada}
Sam Pollock,1925-01-01T00:00:00+02:00,1925-12-25,male,{Canada|Montreal|Quebec}
Johnny Harms,1925-01-01T00:00:00+02:00,1925-04-29,male,{Saskatoon|Canada}
Johnny Peirson,1925-01-01T00:00:00+02:00,1925-07-21,,{Manitoba|Winnipeg|Canada}
Jack Stoddard,1926-01-01T00:00:00+02:00,1926-09-26,male,{Ontario|Canada|Stoney Creek Ontario}
Emile Francis,1926-01-01T00:00:00+02:00,1926-09-13,male,{Saskatchewan|North Battleford|Canada}
Eric Prentice,1926-01-01T00:00:00+02:00,1926-08-22,male,{Ontario|Canada|Neighbourhoods in Timmins}
Gord Fashoway,1926-01-01T00:00:00+02:00,1926-06-16,male,{Manitoba|Portage la Prairie|Canada}
Gordon Buttrey,1926-01-01T00:00:00+02:00,1926-03-17,male,{Saskatchewan|Regina Saskatchewan|Canada}
Gordon Henry (ice hockey),1926-01-01T00:00:00+02:00,1926-08-17,male,{Ontario|Owen Sound|Canada}
Pete Leichnitz,1926-01-01T00:00:00+02:00,1926-07-28,male,{Ontario|Ottawa|Canada}
Dick Butler (ice hockey),1926-01-01T00:00:00+02:00,1926-06-02,,{Saskatchewan|Canada|Delisle Saskatchewan}
Don Raleigh,1926-01-01T00:00:00+02:00,1926-06-27,,{Ontario|Kenora|Canada}
Steve Hrymnak,1926-01-01T00:00:00+02:00,1926-03-03,,{Ontario|Port Arthur Ontario|Canada}
Harry Lumley (ice hockey),1926-01-01T00:00:00+02:00,1926-11-11,,{Ontario|Owen Sound|Canada}
Joe Schmidt (ice hockey),1926-01-01T00:00:00+02:00,1926-11-05,male,{Saskatchewan|Canada|Odessa Saskatchewan}
Al Rollins,1926-01-01T00:00:00+02:00,1926-10-09,,{Saskatchewan|Vanguard Saskatchewan|Canada}
Ted Hibberd,1926-01-01T00:00:00+02:00,1926-04-26,male,{Ottawa|Canada}
George Beach,1926-01-01T00:00:00+02:00,1926-10-04,,{Saskatchewan|Regina Saskatchewan|Canada}
Gerry McNeil,1926-01-01T00:00:00+02:00,1926-04-17,male,{Quebec City|Canada|Quebec}
Murray Dowey,1926-01-01T00:00:00+02:00,1926-01-03,male,{Toronto|Canada}
Bert Olmstead,1926-01-01T00:00:00+02:00,1926-09-04,male,{Saskatchewan|Canada|Sceptre Saskatchewan}
Allan Stanley,1926-01-01T00:00:00+02:00,1926-03-01,,{Ontario|Canada|Timmins}
Hy Buller,1926-01-01T00:00:00+02:00,1926-03-15,,{Canada|Montreal|Quebec}
Chick Zamick,1926-01-01T00:00:00+02:00,1926-04-16,male,{Manitoba|Winnipeg|Canada}
Clint Albright,1926-01-01T00:00:00+02:00,1926-02-28,male,{Manitoba|Winnipeg|Canada}
Kelly Burnett,1926-01-01T00:00:00+02:00,1926-06-16,male,{Lachine Quebec|Canada|Quebec}
Tod Sloan (ice hockey),1927-01-01T00:00:00+02:00,1927-11-30,,{Canada|Litchfield Quebec|Quebec}
Tom McGrattan,1927-01-01T00:00:00+02:00,1927-10-19,,{Ontario|Brantford|Canada}
Hal Murphy,1927-01-01T00:00:00+02:00,1927-07-06,,{Canada|Montreal|Quebec}
Doug Anderson (ice hockey),1927-01-01T00:00:00+02:00,1927-10-20,,{Alberta|Edmonton|Canada}
Val Delory,1927-01-01T00:00:00+02:00,1927-02-14,,{Ontario|Toronto|Canada}
Steve Black,1927-01-01T00:00:00+02:00,1927-03-31,,{Ontario|Canada|Fort William Ontario}
Lee Fogolin Sr.,1927-01-01T00:00:00+02:00,1927-02-27,male,{Ontario|Canada|Fort William Ontario}
Marcel Pelletier (ice hockey),1927-01-01T00:00:00+02:00,1927-12-06,male,{Drummondville|Canada|Quebec}
Ed Harrison (ice hockey),1927-01-01T00:00:00+02:00,1927-07-25,male,{Ontario|Mimico|Canada}
Barry Sullivan (ice hockey),1927-01-01T00:00:00+02:00,1927-09-21,,{Ontario|Preston Ontario|Canada}
Armand Delmonte,1927-01-01T00:00:00+02:00,1927-06-03,,{Ontario|Canada|Timmins}
Art Hodgins,1927-01-01T00:00:00+02:00,1927-11-17,male,{Ontario|Canada|Timmins}
Ray Hannigan,1927-01-01T00:00:00+02:00,1927-07-14,male,{Ontario|Canada|Neighbourhoods in Timmins}
Red Kelly,1927-01-01T00:00:00+02:00,1927-07-09,male,{Ontario|Simcoe Ontario|Canada}
Phil Maloney,1927-01-01T00:00:00+02:00,1927-10-06,male,{Ontario|Ottawa|Canada}
Phil Samis,1927-01-01T00:00:00+02:00,1927-12-28,male,{Alberta|Edmonton|Canada}
Al Buchanan,1927-01-01T00:00:00+02:00,1927-05-17,,{Manitoba|Winnipeg|Canada}
Gilles Dubé,1927-01-01T00:00:00+02:00,1927-06-02,male,{Canada|Sherbrooke|Quebec}
Bill Barilko,1927-01-01T00:00:00+02:00,1927-03-25,,{Ontario|Canada|Timmins}
Bill Gadsby,1927-01-01T00:00:00+02:00,1927-08-08,male,{Alberta|Canada|Calgary}
Bob DeCourcy,1927-01-01T00:00:00+02:00,1927-06-12,male,{Ontario|Toronto|Canada}
Calum MacKay,1927-01-01T00:00:00+02:00,1927-01-01,,{Ontario|Toronto|Canada}
Wally Hergesheimer,1927-01-01T00:00:00+02:00,1927-01-08,male,{Manitoba|Winnipeg|Canada}
Jean Gravelle,1927-01-01T00:00:00+02:00,1927-12-07,male,{Aylmer Quebec|Canada}
Jim Bedard (ice hockey born 1927),1927-01-01T00:00:00+02:00,1927-11-19,male,{Saskatchewan|Canada|Admiral Saskatchewan}
Len Wharton,1927-01-01T00:00:00+02:00,1927-12-13,,{Manitoba|Winnipeg|Canada}
Les Anning,1927-01-01T00:00:00+02:00,1927-03-17,male,{Rimouski|Canada|Quebec}
